invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I142250,C749112,FEMALE,20,Food & Beverage,5,26.15,Cash,28-01-2023,Metropol AVM,130.75
I481746,C269648,FEMALE,64,Toys,5,179.2,Cash,17-09-2022,Mall of Istanbul,896
I701180,C663000,FEMALE,54,Clothing,5,1500.4,Credit Card,15-06-2021,Mall of Istanbul,7502
I385387,C304210,FEMALE,62,Cosmetics,3,121.98,Cash,15-12-2022,Metrocity,365.94
I223236,C338192,FEMALE,35,Food & Beverage,1,5.23,Debit Card,19-11-2022,Metrocity,5.23
I128499,C296936,FEMALE,19,Souvenir,3,35.19,Credit Card,03-02-2023,Istinye Park,105.57
I338762,C780832,FEMALE,53,Shoes,1,600.17,Cash,02-11-2022,Forum Istanbul,600.17
I155214,C222714,FEMALE,24,Souvenir,2,23.46,Cash,21-12-2022,Metrocity,46.92
I746661,C603865,FEMALE,37,Clothing,4,1200.32,Cash,06-12-2022,Metrocity,4801.28
I132579,C309100,FEMALE,44,Toys,2,71.68,Cash,15-03-2022,Metropol AVM,143.36
I121422,C336107,FEMALE,60,Clothing,5,1500.4,Cash,25-09-2021,Mall of Istanbul,7502
I249781,C204574,FEMALE,44,Cosmetics,1,40.66,Cash,27-06-2021,Mall of Istanbul,40.66
I325604,C305329,FEMALE,57,Clothing,4,1200.32,Credit Card,08-04-2022,Metrocity,4801.28
I634832,C154628,FEMALE,46,Cosmetics,2,81.32,Credit Card,12-04-2021,Kanyon,162.64
I321321,C276849,FEMALE,51,Technology,3,3150,Cash,22-03-2022,Metrocity,9450
I174394,C205813,FEMALE,51,Clothing,5,1500.4,Credit Card,29-07-2022,Forum Istanbul,7502
I124575,C299529,FEMALE,62,Clothing,5,1500.4,Credit Card,30-07-2021,Metrocity,7502
I114362,C138847,FEMALE,64,Cosmetics,4,162.64,Cash,31-12-2022,Mall of Istanbul,650.56
I282064,C205986,FEMALE,68,Cosmetics,4,162.64,Cash,03-03-2021,Kanyon,650.56
I623822,C202259,FEMALE,25,Clothing,1,300.08,Cash,07-09-2021,Istinye Park,300.08
I128677,C225268,FEMALE,39,Toys,5,179.2,Debit Card,23-10-2021,Emaar Square Mall,896
I297696,C185357,FEMALE,54,Cosmetics,2,81.32,Credit Card,12-01-2021,Mall of Istanbul,162.64
I160698,C501805,FEMALE,26,Toys,1,35.84,Cash,25-10-2021,Metropol AVM,35.84
I222787,C173081,FEMALE,65,Cosmetics,2,81.32,Cash,04-08-2021,Kanyon,162.64
I299862,C109664,FEMALE,34,Clothing,5,1500.4,Cash,21-12-2021,Metropol AVM,7502
I116689,C210189,FEMALE,31,Clothing,3,900.24,Debit Card,31-03-2022,Mall of Istanbul,2700.72
I360081,C913282,FEMALE,48,Clothing,2,600.16,Cash,16-06-2022,Kanyon,1200.32
I163356,C193777,FEMALE,51,Clothing,1,300.08,Credit Card,07-04-2022,Istinye Park,300.08
I175060,C290214,FEMALE,40,Cosmetics,4,162.64,Cash,05-06-2021,Cevahir AVM,650.56
I937046,C107977,FEMALE,50,Food & Beverage,4,20.92,Cash,24-05-2022,Metrocity,83.68
I229195,C153057,FEMALE,37,Cosmetics,1,40.66,Debit Card,26-01-2022,Forum Istanbul,40.66
I287277,C508321,FEMALE,35,Food & Beverage,4,20.92,Debit Card,22-10-2021,Metrocity,83.68
I118904,C636627,FEMALE,50,Clothing,3,900.24,Credit Card,17-12-2022,Metropol AVM,2700.72
I621666,C959573,FEMALE,38,Technology,2,2100,Cash,20-03-2021,Mall of Istanbul,4200
I495015,C102131,FEMALE,39,Clothing,1,300.08,Cash,23-02-2022,Mall of Istanbul,300.08
I161131,C273847,FEMALE,24,Shoes,1,600.17,Debit Card,06-08-2022,Metrocity,600.17
I834414,C223724,FEMALE,32,Food & Beverage,1,5.23,Cash,01-08-2022,Mall of Istanbul,5.23
I205809,C155412,FEMALE,38,Books,5,75.75,Debit Card,25-12-2021,Istinye Park,378.75
I216037,C384874,FEMALE,21,Shoes,3,1800.51,Credit Card,17-10-2022,Mall of Istanbul,5401.53
I213745,C123939,FEMALE,59,Books,2,30.3,Credit Card,03-10-2022,Metrocity,60.6
I214006,C274919,FEMALE,42,Souvenir,1,11.73,Cash,08-06-2021,Istinye Park,11.73
I240576,C259589,FEMALE,31,Cosmetics,3,121.98,Cash,13-05-2021,Istinye Park,365.94
I133559,C145347,FEMALE,31,Clothing,3,900.24,Cash,06-12-2021,Metropol AVM,2700.72
I724014,C225151,FEMALE,26,Shoes,5,3000.85,Credit Card,17-08-2022,Metropol AVM,15004.25
I205667,C259829,FEMALE,57,Food & Beverage,2,10.46,Debit Card,06-12-2022,Cevahir AVM,20.92
I191291,C500846,FEMALE,60,Toys,4,143.36,Credit Card,24-10-2022,Kanyon,573.44
I331807,C191552,FEMALE,62,Toys,2,71.68,Debit Card,03-01-2021,Mall of Istanbul,143.36
I195290,C172215,FEMALE,55,Clothing,2,600.16,Credit Card,15-01-2023,Metrocity,1200.32
I249229,C203384,FEMALE,56,Clothing,3,900.24,Cash,11-05-2021,Zorlu Center,2700.72
I890686,C311689,FEMALE,62,Clothing,2,600.16,Cash,14-05-2022,Metropol AVM,1200.32
I578923,C331049,FEMALE,46,Cosmetics,3,121.98,Credit Card,31-01-2023,Kanyon,365.94
I398382,C214074,FEMALE,66,Clothing,5,1500.4,Cash,21-11-2022,Emaar Square Mall,7502
I143422,C236440,FEMALE,57,Shoes,1,600.17,Credit Card,12-11-2021,Viaport Outlet,600.17
I406826,C264581,FEMALE,39,Clothing,2,600.16,Credit Card,28-09-2022,Kanyon,1200.32
I238020,C128540,FEMALE,51,Toys,1,35.84,Debit Card,18-04-2021,Metrocity,35.84
I124037,C326449,FEMALE,58,Food & Beverage,4,20.92,Debit Card,16-08-2021,Cevahir AVM,83.68
I323566,C964700,FEMALE,65,Cosmetics,1,40.66,Credit Card,31-10-2022,Kanyon,40.66
I395356,C247615,FEMALE,53,Toys,4,143.36,Cash,07-03-2021,Metrocity,573.44
I698508,C965933,FEMALE,31,Souvenir,1,11.73,Credit Card,23-10-2022,Kanyon,11.73
I317853,C218984,FEMALE,30,Shoes,5,3000.85,Credit Card,18-12-2022,Zorlu Center,15004.25
I149511,C551571,FEMALE,36,Shoes,3,1800.51,Cash,11-04-2022,Metrocity,5401.53
I155956,C155541,FEMALE,56,Food & Beverage,5,26.15,Cash,07-08-2022,Kanyon,130.75
I236095,C118314,FEMALE,28,Souvenir,2,23.46,Cash,07-08-2022,Kanyon,46.92
I465593,C876610,FEMALE,65,Clothing,1,300.08,Cash,20-09-2021,Kanyon,300.08
I252861,C204732,FEMALE,64,Shoes,4,2400.68,Cash,06-02-2023,Istinye Park,9602.72
I209704,C169077,FEMALE,55,Food & Beverage,2,10.46,Credit Card,21-12-2021,Metrocity,20.92
I194446,C326671,FEMALE,19,Food & Beverage,5,26.15,Cash,10-11-2022,Metropol AVM,130.75
I124493,C145778,FEMALE,49,Clothing,1,300.08,Credit Card,03-09-2021,Metropol AVM,300.08
I131489,C118609,FEMALE,33,Books,2,30.3,Cash,08-11-2022,Metrocity,60.6
I411580,C228235,FEMALE,34,Clothing,5,1500.4,Credit Card,25-01-2022,Metropol AVM,7502
I400734,C283938,FEMALE,46,Books,5,75.75,Cash,20-01-2022,Metropol AVM,378.75
I341954,C211177,FEMALE,22,Souvenir,3,35.19,Debit Card,01-03-2021,Kanyon,105.57
I335700,C611611,FEMALE,26,Cosmetics,4,162.64,Debit Card,18-02-2022,Kanyon,650.56
I238854,C700792,FEMALE,65,Souvenir,4,46.92,Credit Card,22-11-2022,Emaar Square Mall,187.68
I263077,C201256,FEMALE,29,Clothing,4,1200.32,Cash,28-02-2022,Mall of Istanbul,4801.28
I545994,C261201,FEMALE,52,Cosmetics,3,121.98,Credit Card,21-10-2022,Kanyon,365.94
I294402,C586428,FEMALE,67,Shoes,3,1800.51,Credit Card,10-09-2021,Istinye Park,5401.53
I142013,C307610,FEMALE,63,Toys,1,35.84,Credit Card,05-06-2022,Mall of Istanbul,35.84
I156887,C774396,FEMALE,23,Clothing,1,300.08,Cash,08-10-2021,Kanyon,300.08
I215194,C141027,FEMALE,21,Toys,2,71.68,Cash,07-03-2022,Mall of Istanbul,143.36
I330154,C130395,FEMALE,26,Clothing,3,900.24,Debit Card,26-01-2023,Kanyon,2700.72
I602103,C106638,FEMALE,29,Food & Beverage,2,10.46,Cash,05-07-2021,Mall of Istanbul,20.92
I131923,C723710,FEMALE,18,Food & Beverage,2,10.46,Cash,05-04-2022,Zorlu Center,20.92
I466140,C133621,FEMALE,65,Clothing,3,900.24,Cash,23-08-2022,Metropol AVM,2700.72
I163853,C189436,FEMALE,46,Toys,3,107.52,Cash,21-03-2022,Forum Istanbul,322.56
I230941,C306472,FEMALE,60,Clothing,1,300.08,Debit Card,07-08-2021,Kanyon,300.08
I453639,C125538,FEMALE,32,Cosmetics,4,162.64,Credit Card,01-09-2022,Kanyon,650.56
I234981,C776226,FEMALE,30,Books,1,15.15,Cash,05-02-2023,Metropol AVM,15.15
I653366,C179798,FEMALE,63,Food & Beverage,3,15.69,Credit Card,26-02-2022,Istinye Park,47.07
I302120,C203488,FEMALE,65,Cosmetics,1,40.66,Credit Card,29-06-2021,Kanyon,40.66
I291999,C174534,FEMALE,57,Food & Beverage,5,26.15,Cash,20-01-2023,Cevahir AVM,130.75
I208455,C121550,FEMALE,61,Cosmetics,5,203.3,Cash,17-09-2022,Zorlu Center,1016.5
I536238,C246782,FEMALE,46,Books,1,15.15,Cash,06-12-2021,Kanyon,15.15
I204606,C272476,FEMALE,59,Food & Beverage,4,20.92,Credit Card,04-01-2023,Kanyon,83.68
I198138,C188693,FEMALE,20,Cosmetics,3,121.98,Credit Card,02-05-2022,Cevahir AVM,365.94
I110192,C169132,FEMALE,33,Clothing,1,300.08,Credit Card,29-01-2023,Kanyon,300.08
I186616,C419619,FEMALE,21,Toys,5,179.2,Credit Card,25-05-2021,Viaport Outlet,896
I945943,C311224,FEMALE,40,Food & Beverage,4,20.92,Credit Card,05-05-2021,Mall of Istanbul,83.68
I312605,C201615,FEMALE,47,Clothing,2,600.16,Cash,14-09-2021,Kanyon,1200.32
I134293,C117384,FEMALE,24,Food & Beverage,2,10.46,Cash,16-11-2022,Istinye Park,20.92
I325238,C166184,FEMALE,31,Food & Beverage,2,10.46,Cash,22-04-2021,Metrocity,20.92
I580080,C266594,FEMALE,69,Toys,2,71.68,Credit Card,05-06-2021,Kanyon,143.36
I333897,C114834,FEMALE,51,Cosmetics,1,40.66,Cash,28-08-2022,Metrocity,40.66
I953652,C786904,FEMALE,66,Clothing,3,900.24,Cash,22-10-2022,Istinye Park,2700.72
I330651,C151329,FEMALE,55,Shoes,4,2400.68,Cash,16-04-2021,Kanyon,9602.72
I424378,C372116,FEMALE,57,Shoes,4,2400.68,Cash,08-03-2022,Metropol AVM,9602.72
I293564,C136250,FEMALE,53,Clothing,2,600.16,Credit Card,01-01-2022,Kanyon,1200.32
I272966,C159806,FEMALE,28,Shoes,5,3000.85,Debit Card,06-10-2022,Viaport Outlet,15004.25
I486809,C856593,FEMALE,43,Toys,3,107.52,Debit Card,06-02-2023,Kanyon,322.56
I294229,C533582,FEMALE,42,Shoes,5,3000.85,Cash,09-02-2023,Metropol AVM,15004.25
I819775,C329002,FEMALE,25,Clothing,5,1500.4,Cash,29-04-2022,Kanyon,7502
I211636,C368264,FEMALE,26,Technology,2,2100,Cash,14-12-2022,Kanyon,4200
I118352,C699021,FEMALE,30,Toys,5,179.2,Debit Card,14-02-2022,Viaport Outlet,896
I112760,C221597,FEMALE,53,Technology,1,1050,Debit Card,01-07-2021,Istinye Park,1050
I160568,C193543,FEMALE,62,Clothing,5,1500.4,Debit Card,10-07-2022,Metrocity,7502
I254091,C833977,FEMALE,34,Cosmetics,1,40.66,Cash,16-08-2021,Mall of Istanbul,40.66
I809200,C778947,FEMALE,18,Books,5,75.75,Cash,06-03-2021,Emaar Square Mall,378.75
I275165,C139305,FEMALE,60,Clothing,5,1500.4,Credit Card,29-10-2021,Mall of Istanbul,7502
I534708,C191415,FEMALE,55,Shoes,4,2400.68,Credit Card,08-12-2022,Istinye Park,9602.72
I272675,C248091,FEMALE,62,Food & Beverage,3,15.69,Credit Card,04-07-2022,Zorlu Center,47.07
I163665,C214893,FEMALE,39,Food & Beverage,4,20.92,Cash,07-03-2023,Zorlu Center,83.68
I173224,C161886,FEMALE,24,Cosmetics,4,162.64,Cash,09-09-2022,Metrocity,650.56
I158153,C104437,FEMALE,53,Clothing,2,600.16,Debit Card,11-07-2021,Kanyon,1200.32
I148331,C286542,FEMALE,38,Food & Beverage,4,20.92,Cash,22-03-2022,Mall of Istanbul,83.68
I396160,C653027,FEMALE,55,Books,5,75.75,Credit Card,09-10-2021,Metrocity,378.75
I187595,C755032,FEMALE,18,Shoes,1,600.17,Debit Card,03-12-2021,Mall of Istanbul,600.17
I404722,C256429,FEMALE,33,Clothing,5,1500.4,Debit Card,18-05-2022,Metrocity,7502
I130472,C232908,FEMALE,35,Cosmetics,5,203.3,Cash,20-02-2021,Kanyon,1016.5
I218921,C602130,FEMALE,49,Clothing,1,300.08,Cash,12-11-2022,Metropol AVM,300.08
I448603,C343699,FEMALE,25,Clothing,5,1500.4,Credit Card,06-01-2023,Metrocity,7502
I299000,C596410,FEMALE,47,Shoes,2,1200.34,Debit Card,16-07-2022,Metrocity,2400.68
I298831,C206539,FEMALE,43,Clothing,1,300.08,Credit Card,17-02-2021,Istinye Park,300.08
I639250,C234863,FEMALE,44,Cosmetics,5,203.3,Cash,23-07-2021,Emaar Square Mall,1016.5
I339620,C238998,FEMALE,46,Clothing,3,900.24,Cash,28-09-2021,Mall of Istanbul,2700.72
I298959,C237438,FEMALE,32,Clothing,1,300.08,Credit Card,03-06-2022,Kanyon,300.08
I333957,C999318,FEMALE,44,Clothing,4,1200.32,Cash,26-04-2021,Istinye Park,4801.28
I252502,C177894,FEMALE,35,Toys,3,107.52,Credit Card,20-04-2021,Metrocity,322.56
I541526,C712962,FEMALE,54,Toys,3,107.52,Debit Card,05-03-2021,Mall of Istanbul,322.56
I213833,C339806,FEMALE,58,Clothing,1,300.08,Cash,01-11-2022,Emaar Square Mall,300.08
I158718,C190285,FEMALE,29,Shoes,1,600.17,Credit Card,31-08-2022,Istinye Park,600.17
I211691,C167845,FEMALE,22,Cosmetics,1,40.66,Cash,29-06-2021,Emaar Square Mall,40.66
I181952,C320109,FEMALE,66,Food & Beverage,4,20.92,Debit Card,25-06-2022,Metrocity,83.68
I125347,C277680,FEMALE,23,Clothing,4,1200.32,Cash,30-09-2021,Mall of Istanbul,4801.28
I338741,C206459,FEMALE,34,Food & Beverage,5,26.15,Cash,30-01-2021,Mall of Istanbul,130.75
I111082,C153773,FEMALE,51,Cosmetics,2,81.32,Debit Card,23-03-2021,Metropol AVM,162.64
I209245,C327699,FEMALE,51,Cosmetics,4,162.64,Credit Card,07-08-2021,Kanyon,650.56
I302309,C995687,FEMALE,61,Clothing,3,900.24,Debit Card,02-01-2021,Viaport Outlet,2700.72
I109820,C282452,FEMALE,65,Cosmetics,1,40.66,Debit Card,04-03-2021,Istinye Park,40.66
I372260,C158966,FEMALE,41,Food & Beverage,4,20.92,Cash,18-10-2022,Metrocity,83.68
I291438,C248523,FEMALE,40,Technology,2,2100,Debit Card,04-08-2022,Zorlu Center,4200
I130933,C324940,FEMALE,33,Shoes,1,600.17,Cash,11-06-2021,Kanyon,600.17
I477519,C155860,FEMALE,53,Technology,3,3150,Credit Card,25-08-2022,Kanyon,9450
I296136,C992447,FEMALE,38,Clothing,1,300.08,Debit Card,12-07-2022,Metropol AVM,300.08
I800438,C114590,FEMALE,26,Clothing,5,1500.4,Cash,13-03-2022,Istinye Park,7502
I168750,C711200,FEMALE,44,Cosmetics,3,121.98,Debit Card,25-10-2021,Metropol AVM,365.94
I535026,C197238,FEMALE,44,Clothing,4,1200.32,Credit Card,01-04-2021,Metrocity,4801.28
I215904,C516988,FEMALE,41,Toys,2,71.68,Credit Card,27-07-2021,Kanyon,143.36
I240631,C955123,FEMALE,20,Food & Beverage,1,5.23,Cash,13-10-2022,Metrocity,5.23
I293647,C297265,FEMALE,21,Clothing,4,1200.32,Credit Card,23-02-2021,Zorlu Center,4801.28
I832799,C257445,FEMALE,36,Shoes,4,2400.68,Credit Card,05-03-2023,Metrocity,9602.72
I285003,C137652,FEMALE,19,Clothing,5,1500.4,Debit Card,13-09-2021,Forum Istanbul,7502
I131566,C319819,FEMALE,37,Cosmetics,3,121.98,Credit Card,08-02-2023,Kanyon,365.94
I282692,C108796,FEMALE,23,Souvenir,5,58.65,Debit Card,13-09-2022,Metrocity,293.25
I887201,C668250,FEMALE,42,Toys,3,107.52,Credit Card,29-03-2021,Istinye Park,322.56
I275783,C394786,FEMALE,41,Toys,1,35.84,Debit Card,05-05-2022,Kanyon,35.84
I203830,C301657,FEMALE,62,Toys,2,71.68,Cash,18-08-2022,Mall of Istanbul,143.36
I113374,C250494,FEMALE,66,Clothing,2,600.16,Credit Card,24-04-2022,Istinye Park,1200.32
I207516,C299563,FEMALE,57,Technology,1,1050,Cash,26-04-2022,Metrocity,1050
I751376,C179769,FEMALE,61,Shoes,1,600.17,Cash,25-09-2021,Kanyon,600.17
I238052,C185307,FEMALE,39,Clothing,1,300.08,Cash,13-02-2023,Mall of Istanbul,300.08
I302845,C162427,FEMALE,52,Clothing,5,1500.4,Credit Card,05-01-2021,Metrocity,7502
I133266,C181098,FEMALE,49,Food & Beverage,1,5.23,Credit Card,15-11-2021,Istinye Park,5.23
I855020,C209665,FEMALE,22,Clothing,3,900.24,Cash,20-10-2021,Viaport Outlet,2700.72
I128727,C251594,FEMALE,68,Cosmetics,5,203.3,Cash,21-03-2021,Kanyon,1016.5
I802499,C663027,FEMALE,65,Clothing,4,1200.32,Cash,24-10-2022,Metrocity,4801.28
I203748,C232877,FEMALE,41,Shoes,3,1800.51,Cash,25-10-2021,Istinye Park,5401.53
I762096,C841074,FEMALE,59,Technology,1,1050,Cash,14-05-2021,Forum Istanbul,1050
I145340,C326697,FEMALE,63,Clothing,1,300.08,Cash,23-09-2022,Emaar Square Mall,300.08
I282463,C595449,FEMALE,34,Clothing,3,900.24,Cash,18-04-2022,Mall of Istanbul,2700.72
I138518,C587356,FEMALE,33,Shoes,1,600.17,Cash,16-11-2021,Metrocity,600.17
I873331,C411246,FEMALE,61,Clothing,2,600.16,Credit Card,14-09-2022,Istinye Park,1200.32
I485226,C232439,FEMALE,22,Cosmetics,5,203.3,Cash,07-06-2022,Metrocity,1016.5
I315396,C191429,FEMALE,46,Shoes,2,1200.34,Cash,11-04-2021,Istinye Park,2400.68
I738409,C161052,FEMALE,18,Books,5,75.75,Cash,08-12-2021,Kanyon,378.75
I327059,C190961,FEMALE,43,Toys,3,107.52,Credit Card,24-01-2021,Mall of Istanbul,322.56
I207878,C496323,FEMALE,39,Souvenir,4,46.92,Credit Card,30-09-2022,Metrocity,187.68
I234213,C260291,FEMALE,21,Clothing,3,900.24,Credit Card,09-06-2021,Mall of Istanbul,2700.72
I338646,C701990,FEMALE,66,Cosmetics,4,162.64,Cash,07-01-2021,Mall of Istanbul,650.56
I522484,C270423,FEMALE,69,Cosmetics,3,121.98,Credit Card,11-02-2022,Mall of Istanbul,365.94
I987785,C102024,FEMALE,46,Books,4,60.6,Debit Card,04-07-2022,Emaar Square Mall,242.4
I247788,C662977,FEMALE,36,Clothing,1,300.08,Credit Card,01-01-2023,Kanyon,300.08
I394806,C113635,FEMALE,27,Clothing,4,1200.32,Cash,21-06-2022,Kanyon,4801.28
I765728,C231814,FEMALE,45,Food & Beverage,1,5.23,Cash,20-12-2021,Metrocity,5.23
I822360,C329670,FEMALE,44,Clothing,2,600.16,Debit Card,05-01-2023,Kanyon,1200.32
I688698,C235311,FEMALE,58,Toys,1,35.84,Cash,08-01-2023,Metropol AVM,35.84
I239194,C818562,FEMALE,29,Cosmetics,4,162.64,Cash,26-01-2021,Mall of Istanbul,650.56
I480107,C520609,FEMALE,43,Clothing,2,600.16,Credit Card,25-01-2022,Istinye Park,1200.32
I142961,C282483,FEMALE,29,Clothing,4,1200.32,Credit Card,03-11-2021,Kanyon,4801.28
I804190,C121648,FEMALE,54,Shoes,3,1800.51,Credit Card,06-01-2023,Zorlu Center,5401.53
I147099,C318440,FEMALE,33,Toys,2,71.68,Credit Card,30-05-2022,Kanyon,143.36
I168255,C821021,FEMALE,35,Cosmetics,4,162.64,Debit Card,10-12-2022,Metrocity,650.56
I265091,C301039,FEMALE,24,Clothing,2,600.16,Cash,05-12-2022,Emaar Square Mall,1200.32
I143436,C342187,FEMALE,61,Technology,2,2100,Debit Card,29-12-2022,Mall of Istanbul,4200
I119541,C284194,FEMALE,68,Shoes,1,600.17,Cash,05-02-2023,Metropol AVM,600.17
I165455,C128219,FEMALE,50,Souvenir,4,46.92,Cash,03-02-2023,Forum Istanbul,187.68
I281790,C733166,FEMALE,27,Books,4,60.6,Cash,24-11-2022,Istinye Park,242.4
I313391,C482564,FEMALE,21,Food & Beverage,5,26.15,Cash,27-10-2021,Kanyon,130.75
I195144,C257194,FEMALE,67,Food & Beverage,1,5.23,Cash,09-06-2022,Mall of Istanbul,5.23
I945391,C258623,FEMALE,56,Cosmetics,2,81.32,Cash,01-10-2022,Istinye Park,162.64
I143032,C190725,FEMALE,29,Books,5,75.75,Credit Card,16-12-2022,Kanyon,378.75
I267667,C464420,FEMALE,52,Shoes,5,3000.85,Cash,30-05-2022,Istinye Park,15004.25
I191529,C660026,FEMALE,29,Clothing,4,1200.32,Debit Card,11-11-2022,Kanyon,4801.28
I989470,C409133,FEMALE,21,Technology,3,3150,Cash,10-10-2021,Mall of Istanbul,9450
I108730,C202393,FEMALE,60,Food & Beverage,4,20.92,Cash,01-05-2022,Viaport Outlet,83.68
I288319,C144935,FEMALE,36,Toys,5,179.2,Credit Card,24-02-2023,Metrocity,896
I303015,C328020,FEMALE,46,Food & Beverage,1,5.23,Cash,18-03-2021,Mall of Istanbul,5.23
I476687,C176888,FEMALE,46,Clothing,2,600.16,Credit Card,29-06-2022,Forum Istanbul,1200.32
I244678,C151272,FEMALE,60,Clothing,2,600.16,Credit Card,26-01-2022,Mall of Istanbul,1200.32
I309773,C251843,FEMALE,41,Clothing,2,600.16,Debit Card,10-03-2022,Metrocity,1200.32
I834400,C138789,FEMALE,44,Clothing,1,300.08,Cash,10-11-2022,Metrocity,300.08
I324711,C492594,FEMALE,30,Clothing,1,300.08,Debit Card,20-07-2022,Viaport Outlet,300.08
I297785,C963868,FEMALE,67,Clothing,3,900.24,Cash,05-01-2023,Cevahir AVM,2700.72
I146022,C268047,FEMALE,57,Clothing,2,600.16,Credit Card,13-04-2022,Forum Istanbul,1200.32
I136643,C334626,FEMALE,51,Clothing,5,1500.4,Cash,29-06-2021,Cevahir AVM,7502
I293508,C162882,FEMALE,51,Shoes,5,3000.85,Credit Card,10-02-2023,Viaport Outlet,15004.25
I114218,C911626,FEMALE,20,Food & Beverage,4,20.92,Cash,23-11-2022,Metropol AVM,83.68
I300149,C309074,FEMALE,41,Technology,2,2100,Cash,07-10-2022,Metropol AVM,4200
I136494,C114643,FEMALE,31,Cosmetics,3,121.98,Cash,04-03-2023,Kanyon,365.94
I180701,C536168,FEMALE,28,Toys,3,107.52,Credit Card,08-04-2022,Metrocity,322.56
I148784,C180322,FEMALE,32,Books,5,75.75,Credit Card,15-07-2021,Kanyon,378.75
I281393,C173763,FEMALE,64,Food & Beverage,3,15.69,Credit Card,02-01-2023,Metropol AVM,47.07
I251489,C276494,FEMALE,26,Clothing,1,300.08,Cash,09-11-2021,Istinye Park,300.08
I333785,C320084,FEMALE,46,Clothing,5,1500.4,Credit Card,01-06-2021,Cevahir AVM,7502
I149594,C289679,FEMALE,38,Clothing,4,1200.32,Cash,06-03-2021,Kanyon,4801.28
I265433,C483974,FEMALE,22,Food & Beverage,3,15.69,Credit Card,07-10-2022,Metropol AVM,47.07
I545228,C279490,FEMALE,25,Food & Beverage,4,20.92,Cash,12-08-2022,Istinye Park,83.68
I108955,C180732,FEMALE,49,Shoes,4,2400.68,Cash,01-09-2022,Viaport Outlet,9602.72
I279899,C222810,FEMALE,30,Souvenir,3,35.19,Cash,15-09-2022,Mall of Istanbul,105.57
I920783,C794505,FEMALE,28,Food & Beverage,4,20.92,Cash,16-05-2022,Metropol AVM,83.68
I201708,C303802,FEMALE,67,Food & Beverage,1,5.23,Cash,27-12-2021,Mall of Istanbul,5.23
I332664,C539656,FEMALE,22,Clothing,4,1200.32,Credit Card,16-01-2023,Istinye Park,4801.28
I261071,C321072,FEMALE,66,Clothing,3,900.24,Credit Card,21-03-2021,Metrocity,2700.72
I122646,C142259,FEMALE,45,Food & Beverage,4,20.92,Cash,17-05-2021,Mall of Istanbul,83.68
I145421,C306212,FEMALE,65,Technology,1,1050,Cash,17-09-2022,Kanyon,1050
I313458,C324066,FEMALE,66,Clothing,1,300.08,Cash,18-02-2021,Kanyon,300.08
I246628,C186125,FEMALE,24,Food & Beverage,1,5.23,Credit Card,02-03-2022,Zorlu Center,5.23
I360114,C883452,FEMALE,21,Clothing,5,1500.4,Cash,21-09-2021,Kanyon,7502
I709489,C126371,FEMALE,30,Clothing,3,900.24,Credit Card,30-01-2022,Kanyon,2700.72
I899021,C255827,FEMALE,24,Toys,4,143.36,Credit Card,19-07-2022,Istinye Park,573.44
I127300,C175656,FEMALE,66,Cosmetics,5,203.3,Debit Card,25-02-2023,Emaar Square Mall,1016.5
I138078,C228736,FEMALE,41,Clothing,2,600.16,Debit Card,06-12-2021,Viaport Outlet,1200.32
I321932,C177000,FEMALE,51,Clothing,1,300.08,Credit Card,20-09-2021,Metrocity,300.08
I418988,C327758,FEMALE,21,Toys,1,35.84,Cash,30-04-2021,Emaar Square Mall,35.84
I135692,C101595,FEMALE,22,Clothing,3,900.24,Credit Card,25-04-2022,Mall of Istanbul,2700.72
I936462,C586203,FEMALE,21,Toys,1,35.84,Cash,24-02-2023,Emaar Square Mall,35.84
I454029,C166980,FEMALE,66,Clothing,5,1500.4,Cash,05-04-2022,Cevahir AVM,7502
I310320,C195858,FEMALE,41,Shoes,3,1800.51,Credit Card,24-11-2021,Mall of Istanbul,5401.53
I181869,C310716,FEMALE,58,Food & Beverage,1,5.23,Cash,04-03-2023,Mall of Istanbul,5.23
I266474,C264027,FEMALE,50,Shoes,4,2400.68,Debit Card,06-11-2022,Zorlu Center,9602.72
I280488,C117376,FEMALE,51,Clothing,4,1200.32,Credit Card,24-01-2021,Metrocity,4801.28
I336328,C652895,FEMALE,23,Food & Beverage,3,15.69,Cash,05-10-2021,Kanyon,47.07
I233188,C177367,FEMALE,31,Food & Beverage,3,15.69,Debit Card,04-02-2022,Mall of Istanbul,47.07
I170028,C181901,FEMALE,56,Clothing,5,1500.4,Cash,08-06-2022,Metrocity,7502
I258647,C485411,FEMALE,29,Books,4,60.6,Cash,16-10-2022,Mall of Istanbul,242.4
I162009,C988998,FEMALE,31,Toys,4,143.36,Debit Card,11-02-2022,Kanyon,573.44
I791107,C170112,FEMALE,33,Clothing,5,1500.4,Credit Card,22-11-2022,Metrocity,7502
I241940,C322876,FEMALE,38,Food & Beverage,5,26.15,Debit Card,16-07-2022,Emaar Square Mall,130.75
I197316,C299233,FEMALE,30,Clothing,4,1200.32,Cash,22-01-2021,Kanyon,4801.28
I228277,C220258,FEMALE,50,Food & Beverage,2,10.46,Cash,27-01-2021,Cevahir AVM,20.92
I293953,C145446,FEMALE,43,Clothing,1,300.08,Credit Card,27-03-2022,Cevahir AVM,300.08
I950056,C204788,FEMALE,60,Toys,5,179.2,Credit Card,02-01-2022,Istinye Park,896
